tconst,averageRating,numVotes
tt5732630,6.6,54
tt5732790,7.2,11
tt5733200,6.1,50
tt5734266,8.2,52
tt5734548,2.6,759
tt5734556,4.0,41
tt5734576,5.2,25941
tt5734820,4.0,26
tt5735210,7.1,523
tt5735218,6.0,363
tt5735280,5.5,5546
tt5735464,6.6,2645
tt5735542,7.3,81
tt5735582,5.9,1266
tt5736258,2.7,153
tt5736592,4.8,2596
tt5736696,5.6,4493
tt5737162,4.8,342
tt5737166,6.5,263
tt5737204,5.6,33
tt5737388,4.3,6999
tt5737536,3.3,6881
tt5737582,5.4,2183
tt5737840,5.8,86
tt5737862,6.4,4908
tt5738152,7.3,55
tt5738280,4.2,588
tt5738336,8.2,9
tt5738768,6.8,17
tt5738830,3.6,363
tt5739478,6.1,291
tt5739586,5.5,186
tt5739726,5.8,39
tt5739900,5.0,199
tt5740060,6.8,14
tt5740242,4.5,63
tt5740246,6.6,38
tt5740308,6.3,42
tt5740806,4.8,2989
tt5740852,5.7,1082
tt5740868,3.3,507
tt5740994,4.6,86
tt5741008,5.7,612
tt5741304,5.4,1614
tt5741496,6.2,12
tt5741848,5.1,141
tt5741902,7.4,1113
tt5742264,5.4,136
tt5742304,4.1,460
tt5742306,6.2,308
tt5742374,6.7,127675
tt5742484,7.8,11
tt5742568,3.4,1232
tt5742712,3.6,178
tt5742836,5.2,98
tt5742874,4.9,2265
tt5742880,7.7,38
tt5743656,6.8,3212
tt5745450,5.7,2631
tt5746054,5.4,1330
tt5746464,8.2,16
tt5747714,3.3,1150
tt5748106,7.2,31
tt5748392,4.3,4067
tt5748438,6.8,45
tt5748448,6.2,38771
tt5748506,5.5,34
tt5749012,6.2,71
tt5749570,4.6,388
tt5749698,5.7,74
tt5749748,7.4,115
tt5750534,5.7,513
tt5751844,5.8,10
tt5751998,6.6,12478
tt5752192,5.4,11397
tt5752258,5.0,74
tt5752360,5.8,3521
tt5752524,6.6,693
tt5752606,5.9,3547
tt5752904,5.4,225
tt5753182,5.7,15
tt5754414,4.6,105
tt5754850,4.8,278
tt5754892,2.5,65
tt5754992,5.9,148
tt5755040,6.7,16
tt5755280,4.6,444
tt5755594,3.7,1385
tt5755606,5.0,1238
tt5755622,5.5,46
tt5755796,6.0,225
tt5755912,6.6,870
tt5756188,6.9,537
tt5756530,6.3,275
tt5756806,5.5,108
tt5757556,6.1,514
tt5757874,3.3,152
tt5758726,5.8,1770
tt5758778,5.8,134140
tt5758802,4.6,2682
tt5759074,8.8,73
tt5759188,3.5,106
tt5759434,6.2,1646
tt5759590,3.0,1789
tt5759610,5.7,86
tt5759656,6.5,127
tt5760556,8.1,13
tt5760674,8.6,52
tt5761064,6.6,59
tt5761436,5.0,19
tt5761606,6.4,36
tt5761612,3.9,118
tt5761986,3.5,1014
tt5762006,8.5,34
tt5762764,6.0,13
tt5762836,7.2,54
tt5763166,4.5,43
tt5763398,4.4,52
tt5763730,6.8,14
tt5764024,5.2,4815
tt5764096,7.8,31998
tt5764444,6.9,18
tt5764816,6.3,434
tt5765144,6.6,356
tt5765192,6.4,1371
tt5765296,5.8,42
tt5765530,5.3,15
tt5765818,8.5,13
tt5766118,6.9,1033
tt5766254,5.8,371
tt5767182,4.1,848
tt5767628,4.3,3082
tt5768026,5.5,110
tt5768140,6.8,61
tt5768204,6.1,48
tt5768458,5.6,22
tt5768474,6.8,1669
tt5768992,3.2,2470
tt5769054,6.7,84
tt5769238,5.7,161
tt5769414,6.6,2486
tt5769440,5.0,120
tt5769480,6.7,35
tt5769516,6.6,314
tt5769560,4.3,14
tt5769586,4.1,93
tt5769790,4.2,263
tt5770430,5.2,2606
tt5770520,6.5,26
tt5770620,6.1,4177
tt5770836,5.0,491
tt5770864,5.2,10227
tt5771640,7.1,1692
tt5771710,5.0,1440
tt5772078,8.1,27
tt5772530,5.5,10
tt5772556,6.3,31
tt5772704,7.8,13
tt5773298,4.4,67
tt5773306,5.9,12
tt5773470,3.1,10
tt5773536,7.4,18
tt5774012,4.3,297
tt5774054,4.5,345
tt5774060,5.9,97164
tt5774062,6.5,17433
tt5774450,6.7,45952
tt5774688,7.9,34
tt5774796,6.1,330
tt5775194,4.7,718
tt5775536,6.2,1031
tt5776208,6.2,15489
tt5776428,2.9,22
tt5776460,6.1,23
tt5776574,5.9,16
tt5776736,5.7,124
tt5776858,7.4,145538
tt5776928,4.2,146
tt5777338,3.1,33
tt5777418,4.9,285
tt5777708,4.5,80
tt5777802,5.4,487
tt5778060,6.5,243
tt5778092,6.4,344
tt5778098,7.1,86
tt5778404,8.7,9
tt5778908,7.5,50
tt5779372,5.8,4554
tt5779540,5.0,5194
tt5779650,1.8,302
tt5779960,4.6,62
tt5780034,6.4,1442
tt5780094,6.2,24
tt5780306,8.4,21
tt5780484,5.3,671
tt5781146,3.5,122
tt5781338,6.0,32
tt5781386,5.6,173
tt5781440,7.3,40
tt5781458,2.7,211
tt5782040,4.4,207
tt5782090,5.6,16
tt5782146,5.6,721
tt5782160,2.9,175
tt5783112,5.3,230
tt5783250,5.8,64
tt5783382,5.2,342
tt5783476,6.2,521
tt5783528,8.2,12
tt5783630,4.7,104
tt5783956,6.4,53929
tt5784250,6.2,113
tt5784434,6.7,52
tt5784568,6.1,329
tt5784860,3.6,485
tt5785016,4.9,99
tt5785056,6.7,897
tt5785170,7.2,23187
tt5785200,2.7,973
tt5785352,5.6,309
tt5785460,4.9,71
tt5785990,6.7,60
tt5786012,5.3,188
tt5786588,4.8,1317
tt5786632,6.3,187
tt5787182,5.8,109
tt5787290,3.9,154
tt5787384,6.5,614
tt5787862,3.7,371
tt5788136,4.2,3111
tt5789310,4.4,271
tt5789944,5.0,433
tt5789976,5.5,16438
tt5790218,4.0,438
tt5790290,8.6,41
tt5790492,5.5,2619
tt5790534,6.9,424
tt5790684,6.1,1299
tt5791008,5.0,7
tt5791072,6.4,21
tt5791094,6.5,237
tt5791098,6.7,2583
tt5791256,2.4,310
tt5791288,5.0,654
tt5791356,6.9,33
tt5791442,6.6,280
tt5791536,7.4,4219
tt5791732,6.5,339
tt5791878,8.9,16
tt5791884,6.7,1268
tt5791932,7.1,215
tt5791966,6.2,69
tt5792092,6.5,26
tt5792124,4.6,241
tt5792164,8.5,24
tt5792206,7.9,13
tt5792468,5.9,3968
tt5792472,4.8,3411
tt5792656,5.4,10227
tt5793082,6.7,127
tt5793184,6.1,208
tt5793200,5.0,183
tt5794306,4.5,41
tt5795064,5.4,426
tt5795086,5.4,5666
tt5795674,7.4,10
tt5795752,5.8,142
tt5796156,5.5,559
tt5796404,6.2,118
tt5796478,4.9,126
tt5796838,6.2,3664
tt5796882,4.7,188
tt5796986,5.5,18
tt5797164,7.0,404
tt5797184,6.8,43569
tt5797456,2.9,64
tt5797534,8.2,53
tt5797756,5.9,368
tt5797786,5.6,95
tt5797820,5.7,934
tt5797828,5.4,74
tt5797894,7.4,43
tt5797906,4.3,230
tt5798330,3.5,167
tt5798432,4.7,746
tt5798738,6.1,107
tt5799756,7.8,414
tt5799780,6.3,561
tt5799928,7.1,459
tt5799948,7.6,17
tt5801026,5.6,159
tt5801242,5.8,223
tt5801302,4.3,219
tt5801522,2.3,149
tt5802404,6.0,603
tt5802858,6.6,28
tt5802944,5.3,360
tt5803528,5.1,1255
tt5803530,6.4,52
tt5804206,6.3,76
tt5804314,4.5,3229
tt5804390,7.5,33
tt5804412,6.1,50
tt5804846,5.8,277
tt5804946,6.5,301
tt5804948,5.5,3682
tt5805026,7.2,291
tt5805252,7.5,1610
tt5805328,5.1,80
tt5805350,4.9,75
tt5805470,6.1,2739
tt5805752,7.3,17777
tt5805768,6.2,2329
tt5805876,3.0,243
tt5805888,7.2,57
tt5805962,6.7,33
tt5806172,6.3,10
tt5806472,6.2,181
tt5806506,4.4,1063
tt5806558,5.9,336
tt5806646,5.3,958
tt5806792,5.2,223
tt5806798,3.4,143
tt5806814,6.4,477
tt5806876,8.5,16
tt5808436,5.6,119
tt5808778,6.1,7116
tt5808990,5.4,46
tt5809020,5.2,5178
tt5809096,5.8,112
tt5809170,5.1,480
tt5809726,4.5,116
tt5810000,7.4,2935
tt5810122,4.5,1866
tt5810368,3.4,1620
tt5810776,6.5,356
tt5811154,4.5,149
tt5811182,5.4,136
tt5811242,5.3,188
tt5811284,5.2,89
tt5811318,6.3,37
tt5811338,6.8,92
tt5811342,5.5,23
tt5811512,5.6,173
tt5811808,5.6,682
tt5811926,6.5,45
tt5812442,8.2,64
tt5812510,4.2,179
tt5813010,5.2,243
tt5813194,6.8,571
tt5813282,5.6,98
tt5813344,5.6,12
tt5813366,5.1,11074
tt5813568,6.0,453
tt5813808,4.6,240
tt5813916,8.2,110328
tt5814060,5.3,170485
tt5814408,5.0,446
tt5814530,6.7,731
tt5814534,6.8,56556
tt5814592,6.5,21022
tt5815016,6.3,1220
tt5815078,3.4,1173
tt5815160,5.3,177
tt5815346,5.6,131
tt5815420,2.9,365
tt5815492,7.1,4292
tt5815858,3.6,1638
tt5815940,7.1,2628
tt5815944,5.7,3909
tt5816046,6.9,59
tt5816076,6.2,448
tt5816160,6.6,15
tt5816354,3.2,189
tt5816374,6.6,5980
tt5816566,7.0,37
tt5816652,4.9,1883
tt5816682,6.8,38248
tt5816936,6.6,21
tt5816998,6.0,13
tt5817022,5.6,827
tt5817456,4.5,518
tt5817548,5.2,304
tt5817660,5.0,73
tt5818818,7.1,3041
tt5819240,3.9,52
tt5819500,5.5,24
tt5819908,5.2,165
tt5819912,4.0,30
tt5820146,5.6,334
tt5820170,5.6,33
tt5820466,7.4,410
tt5820614,7.1,48
tt5820770,7.5,75
tt5820810,5.3,129
tt5820812,5.7,316
tt5820846,4.0,99
tt5820916,6.6,38
tt5821206,5.8,13
tt5821208,5.2,26
tt5821244,8.1,14
tt5821276,7.3,325
tt5821664,7.3,265
tt5821674,3.8,7
tt5821704,3.2,534
tt5821728,3.4,586
tt5822132,4.8,222
tt5822140,6.0,1092
tt5822148,5.5,670
tt5822160,5.7,322
tt5822412,6.1,21
tt5822564,5.6,22970
tt5822676,6.6,478
tt5822712,3.7,705
tt5822766,5.2,225
tt5822818,4.6,124
tt5822838,6.5,76
tt5822856,4.6,135
tt5822910,4.4,120
tt5824766,5.4,80
tt5824826,8.2,8412
tt5824926,9.1,101
tt5824950,8.8,13
tt5825052,5.3,790
tt5825058,6.0,47
tt5825150,4.6,397
tt5825186,6.7,126
tt5825220,6.4,37
tt5825358,6.1,14
tt5825380,6.2,30971
tt5826036,5.3,16
tt5826432,6.0,3056
tt5827212,6.2,3453
tt5827216,5.5,156
tt5827496,6.2,868
tt5827590,4.7,528
tt5827790,6.1,7658
tt5827916,7.4,28171
tt5829032,4.4,2115
tt5829040,5.3,6476
tt5829104,3.7,996
tt5829490,8.7,12
tt5830200,5.4,163
tt5830248,6.9,1071
tt5830556,6.6,274
tt5831146,5.5,77
tt5831402,5.1,2266
tt5831924,7.5,78
tt5831936,5.4,87
tt5833186,5.8,2209
tt5833234,5.5,79
tt5833412,5.1,347
tt5833658,7.8,109
tt5833706,7.5,280
tt5833730,6.1,1663
tt5833986,3.3,33
tt5834036,6.5,1714
tt5834262,6.1,58449
tt5834278,2.4,1315
tt5834362,4.4,645
tt5834426,5.1,99500
tt5834660,6.8,1799
tt5834760,5.8,22319
tt5834800,4.8,1974
tt5834832,7.8,25
tt5834854,4.5,5099
tt5835256,5.3,220
tt5836246,6.5,710
tt5836316,7.0,4904
tt5836334,8.2,37
tt5836432,7.7,64
tt5836576,3.9,124
tt5836706,5.5,2655
tt5837152,3.2,308
tt5837242,7.1,3952
tt5837342,3.8,32
tt5837420,4.9,14
tt5837868,7.7,10
tt5837976,4.3,206
tt5838376,7.5,60
tt5838806,7.2,1562
tt5839116,3.7,798
tt5839426,5.0,702
tt5839938,6.2,513
tt5840098,5.6,19
tt5840578,8.1,45
tt5840874,7.7,9
tt5841344,4.5,1383
tt5841964,4.7,195
tt5842218,4.9,210
tt5842616,3.3,13235
tt5842624,6.4,2565
tt5842802,3.6,865
tt5842890,6.1,3522
tt5843056,6.0,358
tt5843670,5.3,3948
tt5843716,5.2,669
tt5843780,4.4,3609
tt5843838,5.1,1641
tt5843850,5.1,3841
tt5843876,6.3,16252
tt5843990,7.2,1626
tt5844178,8.6,36
tt5844286,3.9,174
tt5844340,4.7,71
tt5844488,6.8,3600
tt5844526,6.9,10
tt5845336,6.0,52
tt5845440,4.1,689
tt5845560,7.5,60
tt5846628,4.7,407
tt5846644,4.9,544
tt5846676,6.4,714
tt5846744,4.0,1067
tt5847228,7.0,13
tt5847286,6.3,4057
tt5847768,7.1,615
tt5848272,7.0,182885
tt5848326,5.7,181
tt5848416,6.4,2777
tt5848640,5.4,501
tt5848714,4.5,1887
tt5848862,3.3,343
tt5848986,4.7,456
tt5848992,6.0,119
tt5849266,4.8,140
tt5849350,4.3,120
tt5849622,7.0,84
tt5850088,5.7,25
tt5850176,4.1,222
tt5850650,3.7,809
tt5851014,5.0,3668
tt5851558,5.8,103
tt5851572,5.2,222
tt5851598,4.7,728
tt5851680,7.2,1807
tt5851692,6.9,1214
tt5851696,7.1,983
tt5851786,5.6,4047
tt5851904,7.4,3680
tt5852314,3.2,68
tt5853124,4.1,240
tt5853588,5.6,91
tt5853662,5.3,18
tt5853664,7.6,53
tt5854198,4.2,987
tt5855164,3.9,493
tt5855402,6.4,374
tt5855440,5.7,634
tt5855772,6.3,4593
tt5856116,4.3,235
tt5856594,2.3,255
tt5857818,3.7,39
tt5857912,6.5,75
tt5857946,5.1,55
tt5858514,7.0,937
tt5858968,5.8,155
tt5859038,5.6,152
tt5859132,4.8,175
tt5859238,7.3,26099
tt5859352,4.4,442
tt5859882,5.9,4846
tt5859970,5.5,542
tt5860084,5.6,898
tt5860356,5.5,659
tt5860550,7.1,354
tt5860830,6.2,14
tt5860852,3.4,107
tt5861630,4.9,1221
tt5861794,5.9,9
tt5861882,4.5,1787
tt5862166,4.8,11163
tt5862210,5.8,55
tt5862242,2.5,189
tt5862296,5.7,146
tt5862312,6.2,47571
tt5862454,7.7,212
tt5862824,6.4,71
tt5862902,5.8,3272
tt5863216,4.2,76
tt5863352,4.4,51
tt5863402,6.4,147
tt5864130,9.1,12
tt5864288,6.8,141
tt5864904,5.4,6863
tt5864950,5.9,61
tt5865326,6.3,54924
tt5866298,4.5,9
tt5866300,4.6,359
tt5866442,4.7,931
tt5866708,7.7,194
tt5866732,6.4,198
tt5866930,5.6,3356
tt5866950,8.6,18
tt5867036,8.2,101
tt5867226,3.8,1213
tt5867314,6.2,38636
tt5867790,5.6,62
tt5867796,6.2,389
tt5867800,8.4,14329
tt5868168,4.0,48
tt5868924,4.2,766
tt5868938,5.6,36
tt5868992,4.6,32
tt5869188,5.4,22
tt5869224,4.9,63
tt5869240,8.3,21
tt5869370,7.1,718
tt5869404,5.5,132
tt5869620,6.6,433
tt5869632,6.6,155
tt5869634,7.5,113
tt5870084,7.0,1277
tt5870150,5.4,93
tt5870174,6.9,22
tt5870322,6.5,1232
tt5870362,6.2,73
tt5870756,2.9,184
tt5870806,4.0,22
tt5871080,7.3,9382
tt5871098,5.2,8
tt5871166,7.1,9
tt5871184,8.0,593
tt5871318,4.2,670
tt5871448,2.4,7
tt5871552,8.7,12
tt5872506,4.3,253
tt5872888,3.2,166
tt5873100,5.8,234
tt5873216,4.8,608
tt5873672,4.5,790
tt5874398,6.4,769
tt5874502,7.5,921
tt5874752,6.0,262
tt5875298,2.2,151
tt5875364,8.9,40
tt5875460,8.0,383
tt5875622,3.7,26
tt5875748,6.1,17
tt5876322,3.7,611
tt5876412,4.5,867
tt5876604,6.7,242
tt5877060,6.1,96
tt5877196,6.0,213
tt5877822,4.7,107
tt5877882,7.2,950
tt5878194,5.0,213
tt5878326,6.4,231
tt5879028,5.4,47
tt5879216,4.8,223
tt5879912,5.6,60
tt5879998,5.5,242
tt5880296,5.9,494
tt5881272,2.8,14
tt5881528,5.6,5894
tt5881892,5.5,156
tt5882416,7.6,659
tt5882704,5.3,242
tt5882970,3.9,21756
tt5882982,6.8,2221
tt5883008,5.8,1355
tt5883020,5.4,325
tt5883220,3.0,27
tt5883570,7.1,6123
tt5883632,7.0,4876
tt5884052,6.5,182622
tt5884142,6.5,608
tt5884230,6.5,19115
tt5884234,5.0,12443
tt5884434,5.3,225
tt5884784,5.2,21701
tt5884834,4.4,598
tt5884950,5.9,13
tt5885106,4.4,1578
tt5885540,6.1,45
tt5885628,8.6,6
tt5885926,5.5,21
tt5886046,6.4,141896
tt5886386,6.9,22
tt5886388,3.2,561
tt5886420,5.0,110
tt5886440,6.7,39485
tt5886520,4.2,297
tt5886714,6.2,8
tt5886724,4.6,79
tt5887630,5.7,351
tt5887636,7.9,23
tt5887650,3.3,488
tt5888276,4.2,603
tt5888646,6.8,91
tt5888794,6.5,28
tt5889204,5.9,1587
tt5889280,6.4,39
tt5889292,5.2,229
tt5889338,6.5,1184
tt5889372,6.2,345
tt5890000,7.2,3012
tt5890454,6.9,29
tt5890460,7.2,1011
tt5890998,3.3,143
tt5891062,6.0,122
tt5891122,6.7,584
tt5891136,5.7,218
tt5891144,8.5,307
tt5891150,3.1,179
tt5891194,8.6,46
tt5891260,5.3,1083
tt5891348,5.8,769
tt5891396,7.0,43
tt5891588,7.3,45
tt5891626,7.3,964
tt5891642,6.5,128
tt5892354,6.1,499
tt5892384,6.4,35
tt5892524,6.1,38
tt5892746,6.6,3061
tt5893032,6.8,84
tt5893100,4.6,59
tt5893264,5.7,7388
tt5893326,6.0,278
tt5893332,5.2,18885
tt5893906,4.7,214
tt5894778,7.1,1234
tt5894876,7.0,919
tt5895062,4.1,27
tt5895766,4.4,21
tt5895782,5.7,320
tt5895892,5.5,1218
tt5896568,5.5,878
tt5896778,1.6,396
tt5896860,9.4,97
tt5896946,8.0,9
tt5896962,6.0,1616
tt5897108,4.8,1152
tt5897288,6.8,4331
tt5897292,6.8,3468
tt5897302,5.8,59
tt5897312,6.2,34
tt5897636,7.1,8462
tt5898034,5.5,762
tt5898630,5.1,441
tt5898712,5.7,34
tt5899256,4.9,52
tt5900208,6.5,950
tt5900596,7.3,156
tt5900916,3.7,14
tt5901570,7.2,98
tt5901606,8.3,7
tt5901614,6.4,22
tt5901672,4.1,73
tt5902484,5.8,2427
tt5902786,5.2,31
tt5903088,4.9,2104
tt5903210,5.7,262
tt5903232,6.2,553
tt5903268,3.9,7
tt5903358,3.5,1187
tt5903870,5.1,139
tt5903926,6.1,529
tt5904008,6.4,67
tt5904064,5.6,73
tt5904182,5.4,554
tt5904552,6.5,100
tt5904956,4.6,23
tt5905008,7.2,359
tt5905328,4.2,28
tt5905336,6.5,467
tt5905352,5.3,65
tt5906148,5.4,79
tt5906392,8.1,8053
tt5906418,7.2,20
tt5906562,4.1,268
tt5906834,5.9,33
tt5906994,2.7,22
tt5907618,6.8,77
tt5907728,6.0,17
tt5907748,6.4,2936
tt5907852,6.5,185
tt5907916,6.8,1561
tt5907978,6.5,35
tt5908294,5.2,546
tt5908764,9.0,93
tt5908768,2.3,7
tt5909186,5.0,63
tt5909308,6.7,304
tt5909334,5.5,492
tt5909754,6.2,52
tt5910170,5.0,271
tt5910248,4.9,40
tt5910280,6.8,10445
tt5910344,6.2,2393
tt5910806,1.6,19
tt5911032,3.7,704
tt5911072,3.1,228
tt5911350,4.7,215
tt5911546,6.6,156
tt5911600,6.3,124
tt5911652,5.8,41
tt5912052,6.6,904
tt5912172,4.3,61
tt5912454,7.3,20768
tt5912470,6.6,1253
tt5912700,6.6,61
tt5913780,6.2,5
tt5913798,4.1,21581
tt5913948,8.0,10
tt5913968,5.5,661
tt5914346,7.5,107
tt5914618,3.6,119
tt5914642,5.2,734
tt5914996,7.3,4571
tt5915296,6.8,15
tt5915304,6.0,117
tt5915444,5.1,231
tt5915520,8.6,42
tt5915626,5.7,72
tt5915734,5.5,161
tt5916712,5.9,203
tt5916734,7.5,37
tt5917118,4.9,380
tt5917344,7.0,18
tt5917958,6.7,519
tt5918028,6.7,3355
tt5918074,7.4,6171
tt5918090,6.9,2484
tt5918104,4.6,214
tt5918136,5.7,96
tt5918632,6.3,71
tt5918734,7.8,229
tt5918982,6.5,45801
tt5919064,5.1,444
tt5919394,6.5,38
tt5919510,7.1,9
tt5919756,5.4,5048
tt5919800,5.2,26
tt5919910,5.5,73
tt5920348,5.6,352
tt5920384,6.3,648
tt5921100,6.3,115
tt5921148,7.2,73
tt5921198,6.1,122
tt5921464,5.9,22
tt5921576,5.6,21
tt5922124,6.2,1342
tt5922358,4.3,174
tt5922386,6.6,20
tt5922578,6.7,726
tt5922580,4.1,97
tt5922786,5.2,386
tt5923026,6.9,3362
tt5923040,6.1,421
tt5923124,5.5,93
tt5923132,5.7,304
tt5923678,3.8,32
tt5923718,6.8,39
tt5923748,6.6,327
tt5923752,4.3,830
tt5923788,6.7,70
tt5923962,7.1,16792
tt5924114,3.2,357
tt5924346,8.2,5
tt5924442,8.9,32
tt5924446,9.1,34
tt5924480,6.8,125
tt5925296,5.3,24
tt5925370,3.9,98
tt5925772,6.4,3453
tt5926392,5.4,283
tt5926530,6.7,467
tt5926778,6.2,277
tt5926858,4.4,71
tt5926990,6.1,576
tt5927030,6.7,157
tt5927420,7.0,4444
tt5928320,6.9,35
tt5928396,6.1,661
tt5928448,5.1,180
tt5928576,5.3,149
tt5928676,7.0,44
tt5929226,6.7,851
tt5929354,6.0,49
tt5929472,6.4,267
tt5929538,4.0,34
tt5929654,5.2,2286
tt5929750,6.0,10850
tt5929754,6.8,31385
tt5929796,7.8,537
tt5929810,3.1,27
tt5929858,3.9,49
tt5930094,2.7,359
tt5930232,2.9,29
tt5931020,7.1,7
tt5931338,4.3,1339
tt5931582,2.8,27
tt5931670,2.6,531
tt5931802,6.6,816
tt5931880,6.1,156
tt5932330,4.7,94
tt5932368,3.0,5371
tt5932502,4.2,259
tt5932546,8.0,41
tt5932626,6.0,25
tt5932634,4.6,10
tt5932722,5.3,87
tt5932728,7.2,51038
tt5932766,6.2,152
tt5932894,5.8,479
tt5932966,6.5,20
tt5933040,7.9,17
tt5933560,5.7,2611
tt5933966,7.0,184
tt5934300,7.4,30
tt5934564,7.0,781
tt5934634,6.4,130
tt5934644,6.7,100
tt5934788,2.0,174
tt5934854,6.9,19
tt5934922,6.1,7412
tt5935196,6.3,438
tt5935234,6.8,24
tt5935518,4.7,283
tt5935602,6.9,84
tt5935682,6.9,168
tt5935694,3.2,135
tt5935704,7.1,36893
tt5935758,5.1,460
tt5936356,6.4,23
tt5936438,5.4,84
tt5936462,4.6,72
tt5936484,5.3,39
tt5936492,5.8,5184
tt5936578,5.2,142
tt5936582,3.8,389
tt5936692,7.4,4852
tt5936766,6.3,12
tt5936866,6.2,5343
tt5937210,5.7,70
tt5937296,7.6,2517
tt5937488,6.3,7
tt5937542,6.2,23
tt5937642,6.3,43
tt5937770,5.0,5302
tt5937802,6.6,395
tt5938084,5.7,2116
tt5938816,6.4,339
tt5939018,4.6,31
tt5939272,3.5,51
tt5939324,6.7,348
tt5939328,6.5,294
tt5939788,4.0,7
tt5940106,4.7,11
tt5940342,3.6,1287
tt5940370,7.5,39
tt5940448,2.9,928
tt5940882,5.1,457
tt5941004,3.6,88
tt5941132,8.9,9
tt5941336,6.0,68
tt5941352,6.2,118
tt5941692,5.8,12738
tt5941780,8.3,23
tt5942108,6.6,12
tt5942864,6.6,3411
tt5943306,5.0,3010
tt5943386,5.7,25
tt5943392,8.1,429
tt5943424,5.7,52
tt5943466,7.8,29
tt5943940,3.0,87
tt5944422,7.0,18
tt5945584,7.6,39
tt5945724,6.4,261
tt5945946,4.3,189
tt5945958,7.0,19
tt5946128,7.4,43583
tt5946668,3.8,795
tt5946852,7.2,8071
tt5946936,6.8,474
tt5947364,5.5,348
tt5947416,7.1,2185
tt5947582,5.8,233
tt5948190,6.2,797
tt5948508,5.6,106
tt5949038,4.4,1589
tt5949226,7.9,329
tt5949970,4.4,9
tt5950092,2.3,163
tt5950596,3.7,752
tt5950646,4.1,615
tt5950970,6.6,41
tt5951164,5.7,51
tt5951188,6.6,10529
tt5951192,6.8,31
tt5951250,8.2,18
tt5951832,3.5,800
tt5952006,5.4,227
tt5952138,5.6,9536
tt5952238,6.1,992
tt5952306,6.7,925
tt5952372,5.4,196
tt5952396,8.3,21
tt5952522,6.6,106
tt5952594,6.8,14480
tt5953196,5.5,11
tt5953278,5.0,72
tt5953432,3.6,227
tt5953674,5.5,732
tt5953854,3.9,267
tt5954042,5.7,32
tt5954088,5.4,3810
tt5954304,5.2,504
tt5954338,5.7,119
tt5954436,6.6,12
tt5954458,9.3,11
tt5954556,5.6,1126
tt5954852,6.2,25
tt5954878,4.5,124
tt5954892,6.0,519
tt5955834,4.5,38
tt5956006,6.5,1114
tt5956016,4.2,1192
tt5956100,5.9,33740
tt5956234,6.1,93
tt5957544,5.6,312
tt5957584,6.2,2593
tt5957694,5.9,35
tt5957700,7.9,18
tt5957750,8.5,60
tt5958060,4.6,377
tt5958178,6.5,56
tt5958356,9.4,35
tt5958740,5.1,11
tt5958758,5.3,102
tt5959698,6.0,287
tt5959700,4.6,1354
tt5959980,8.4,19652
tt5960020,5.9,83
tt5960066,7.2,111
tt5960374,5.8,19576
tt5960386,4.9,883
tt5961314,6.3,748
tt5961906,4.6,574
tt5961976,5.7,69
tt5962036,7.8,24
tt5962096,3.6,78
tt5962210,6.6,47942
tt5962986,6.4,50
tt5963066,2.7,651
tt5963132,5.2,445
tt5963314,3.3,201
tt5963354,4.5,110
tt5964278,4.4,353
tt5964412,5.2,93
tt5964694,5.7,226
tt5965110,9.7,8
tt5966224,7.1,25
tt5966350,5.7,122
tt5966602,6.8,2877
tt5966750,6.6,1017
tt5967066,5.3,39
tt5967812,8.8,9
tt5968274,6.7,15491
tt5968394,6.0,57912
tt5968964,4.7,479
tt5969180,5.0,2220
tt5969404,5.6,504
tt5969618,6.6,6
tt5969696,7.1,8492
tt5970290,7.1,179
tt5970646,7.4,490
tt5970844,4.1,21958
tt5970972,5.9,44
tt5971716,4.9,237
tt5971892,5.7,29
tt5972412,5.7,33
tt5972780,5.4,633
tt5973032,6.4,5007
tt5973364,4.8,2730
tt5973508,5.9,144
tt5973626,6.7,6392
tt5973658,4.3,1195
tt5973706,8.7,8
tt5974030,4.4,5374
tt5974044,5.9,450
tt5974050,5.3,467
tt5974066,5.6,60
tt5974362,5.9,53
tt5974374,5.5,321
tt5974388,7.3,3097
tt5974402,6.9,746
tt5974454,6.8,65
tt5974460,6.6,842
tt5974624,6.8,265
tt5974626,4.2,687
tt5974780,4.8,391
tt5975248,6.6,33
tt5975354,5.1,1510
tt5976178,4.5,962
tt5976196,6.4,148
tt5976860,6.6,85
tt5977276,6.3,23821
tt5978540,7.7,20
tt5978724,6.5,5867
tt5978766,5.0,11
tt5978822,5.9,672
tt5979312,5.8,693
tt5979556,4.4,127
tt5979778,7.6,23
tt5979814,2.5,21
tt5979872,6.3,12865
tt5979874,6.0,9526
tt5979920,7.7,1094
tt5980232,5.6,1871
tt5980496,4.4,124
tt5980638,5.8,3072
tt5980788,6.3,104
tt5980798,6.4,1152
tt5980818,4.7,54
tt5981304,6.3,1156
tt5981616,5.5,121
tt5981656,7.1,50
tt5981944,5.1,961
tt5982216,6.9,13
tt5982922,4.4,134
tt5982964,6.5,119
tt5983262,7.0,7338
tt5983362,6.2,48
tt5984662,6.3,66
tt5984694,6.2,217
tt5984744,5.7,540
tt5984752,5.0,24
tt5984856,6.6,29
tt5985052,5.2,1363
tt5985140,5.9,83
tt5985288,7.1,7995
tt5985672,5.7,312
tt5985720,6.0,2078
tt5985820,5.4,1081
tt5985952,6.1,268
tt5986246,6.4,569
tt5987042,4.0,379
tt5987088,5.1,11
